"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"1825","Charlotte","NC",28209,35.174249,-80.849634,4.5,221,"Fast Food, American (Traditional)","True","False","False",NA,"True","1",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1826","Charlotte","NC",28202,35.2254656104,-80.8430188493,3.5,243,"Nightlife, Bars","False","True","True","average","True","3","False","free","dressy","False","True","False","False","False","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1827","Charlotte","NC",28269,35.333598,-80.813201,2.5,45,"Fast Food, American (Traditional)","True","False","True","quiet","True","1","True","free","casual","True","True","True","False","True","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1828","Charlotte","NC",28262,35.309966,-80.747857,4.5,166,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"1829","Charlotte","NC",28226,35.097899,-80.783424,1.5,35,"Fast Food, American (Traditional)","True","False","False","average","True","4","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1830","Charlotte","NC",28262,35.33702,-80.756294,3,42,"Fast Food, American (Traditional)","True","False","True","loud","True","2","False","free","casual","False","True","True","False","True","True","False","False","False","True","False","False","False",1,1,4,2,7,1,5,0,10,0,1,1,1,0
"1831","Mahomet","IL",61853,40.1964072,-88.3993684,3,5,"Sandwiches, Fast Food",NA,NA,"False",NA,NA,NA,NA,NA,"casual","False",NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1832","Sun Prairie","WI",53590,43.1879461637,-89.2299473367,1.5,13,"Fast Food, American (Traditional)",NA,"False",NA,NA,"True","1","False","free","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,3,0,1,1,3,0,5,2,0,1,1,0
"1833","Charlotte","NC",28202,35.2246882,-80.8406333,2,6,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"1834","Charlotte","NC",28277,35.0953817,-80.7780359,2,11,"Fast Food, American (Traditional)","True","False","False",NA,"True",NA,NA,NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1835","Charlotte","NC",28202,35.2251902,-80.8422971,3.5,175,"American (Traditional), Nightlife","False","False","True","average","True","2","True","free","casual","True","True","False","True","True","False","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1836","Denver","NC",28037,35.4434564,-80.9962151,3.5,27,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1837","Urbana","IL",61802,40.1177712,-88.2046857,3.5,5,"Sandwiches, Fast Food","True","False",NA,NA,"True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1838","Charlotte","NC",28217,35.1658383354,-80.8754028752,4,215,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1839","Gastonia","NC",28056,35.2583385634,-81.1147454386,2.5,45,"Sandwiches, Fast Food","True","False",NA,"loud","True","2","True","free","casual","False","True","False","True","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1840","Madison","WI",53719,43.015392887,-89.482467312,3.5,133,"Nightlife, Bars","True","True","False","average","True","2","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1841","Sun Prairie","WI",53590,43.1831167271,-89.2127708168,4.5,98,"Nightlife, Bars","True","True","True","average","True","2","False","no","casual","True","True","False","False","True","True","False","False","False","True","False","True","False",1,1,14,0,11,0,49,0,34,0,1,1,1,0
"1842","Charlotte","NC",28203,35.210707,-80.859637,4,298,"Fast Food, American (Traditional)","False","True","True","average","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1843","Urbana","IL",61801,40.1055585,-88.2194246,4,28,"Sandwiches, Fast Food","True","False","True","very_loud","True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,1,0,4,0,NA,NA,NA,NA,1,1,0,0
"1844","Fitchburg","WI",53713,43.0298462612,-89.4095551532,1.5,17,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,0,1,0,1,0,0,1,1,0
"1845","Cottage Grove","WI",53527,43.1003064,-89.1677205,3.5,7,"Fast Food, American (Traditional)","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1846","Charlotte","NC",28227,35.211124,-80.690954,4,28,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1847","Weddington","NC",28104,35.0234192217,-80.7608089446,4,18,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1848","Belmont","NC",28012,35.2542321,-81.0277775,3.5,87,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,9,1,8,0,8,1,6,2,1,1,1,1
"1849","Madison","WI",53719,43.057758331,-89.5138889074,3,62,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1850","Madison","WI",53716,43.0785876,-89.3240091,4,180,"Coffee & Tea, Cafes","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1851","Charlotte","NC",28213,35.256935,-80.79124,3,50,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1852","Madison","WI",53715,43.067526,-89.406553,4.5,113,"Coffee & Tea, Cafes","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","False","True","True","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1853","Matthews","NC",28104,35.023467,-80.760854,2.5,15,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1854","Charlotte","NC",28210,35.092986,-80.8591842,4,104,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,25,1,18,1,19,0,16,0,1,1,1,1
"1855","Charlotte","NC",28277,35.0990393,-80.7793525,3,217,"Nightlife, Bars","True","False","False","average","False","2","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1856","Charlotte","NC",28217,35.149653,-80.877374,4.5,7,"Fast Food, American (Traditional)","True",NA,NA,NA,"True","1",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1857","Matthews","NC",28105,35.10503,-80.683789,4.5,35,"Nightlife, Bars","True","False","True","average","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1858","Charlotte","NC",28262,35.3121218,-80.7451296,4.5,12,"Fast Food, American (Traditional)",NA,"True",NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1859","Charlotte","NC",28208,35.2244478,-80.887181,4,16,"Fast Food, American (Traditional)","True","False","False",NA,"True","1","True","no","casual","False","True","True","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1860","Madison","WI",53717,43.0732541,-89.5266501,3.5,6,"Sandwiches, Fast Food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1861","Matthews","NC",28105,35.1174717,-80.6955807,2.5,5,"Nightlife, Bars",NA,NA,NA,NA,"True","1","False",NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1862","Charlotte","NC",28213,35.256935,-80.79124,3,50,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1863","Monona","WI",53713,43.046421,-89.352063,2.5,43,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1864","Charlotte","NC",28202,35.225825,-80.846495,3.5,118,"Fast Food, American (Traditional)","True","True","False","average","True","1","True","no","casual","False","True","False","False","True","False","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1865","Verona","WI",53593,42.9952195,-89.517999,4,33,"Fast Food, American (Traditional)","True","False",NA,"loud","True","2","False","no","casual","False","True","False","False","True","False","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1866","Madison","WI",53717,43.0761136448,-89.5181138731,4,50,"Fast Food, American (Traditional)","True","True",NA,"quiet","True","2","False","no","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1867","Charlotte","NC",28217,35.1954266,-80.8769528,3.5,50,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1868","Champaign","IL",61820,40.110655,-88.242885,3.5,51,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"1869","Charlotte","NC",28202,35.2254381998,-80.841412644,3.5,21,"Nightlife, Bars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1870","Verona","WI",53593,42.9946221,-89.5204113,2,4,"Sandwiches, Fast Food","True","False",NA,NA,"True","1","False","free","casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"1871","Cornelius","NC",28031,35.4782032,-80.8764773,3,58,"Fast Food, American (Traditional)","True","True","False","loud","True","2","False","no","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1872","Madison","WI",53703,43.072439,-89.38461,4,20,"American (Traditional), Nightlife","False","False","False","average","False","1","False","free","casual","False","True","False","False","False","False","True","False","True","True","False","False","False",1,1,2,0,3,0,1,0,2,0,1,1,1,1
"1873","Charlotte","NC",28217,35.1704893,-80.8788956,3,6,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1874","Charlotte","NC",28209,35.1750607,-80.8488936,3.5,156,"Nightlife, Bars","False","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,30,2,15,0,14,0,13,0,1,1,1,1
"1875","Rantoul","IL",61866,40.3103985,-88.1576889,4.5,16,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1876","Charlotte","NC",28262,35.3107125797,-80.7506220093,4,153,"Nightlife, Bars","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1877","Madison","WI",53704,43.1488352587,-89.4069194024,4,25,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1878","Charlotte","NC",28211,35.1565581319,-80.8243272454,4.5,403,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1879","Charlotte","NC",28216,35.3490488681,-80.8576704562,3.5,26,"Fast Food, American (Traditional)","True","False","True","loud","True","1","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1880","Charlotte","NC",28278,35.1032504,-80.9908197,3.5,30,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1881","Denver","NC",28037,35.490599,-81.032513,4,3,"Nightlife, Bars","True","True",NA,NA,"True","2","True",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1882","Madison","WI",53703,43.0792898936,-89.3905858144,2.5,72,"American (Traditional), Nightlife","True","True",NA,"average","True","2","True","free","casual","False","True","False","False","False","False","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1883","Charlotte","NC",28204,35.2125905,-80.8297774,4,126,"Nightlife, Bars","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"1884","Madison","WI",53703,43.075691,-89.386739,3.5,26,"Fast Food, American (Traditional)","False","True",NA,"average","True","2","False","free","casual","False","True","False","False","True","False","False","False","True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1885","Madison","WI",53704,43.1207245,-89.3101305,5,16,"Coffee & Tea, Cafes",NA,NA,NA,NA,"True","2","False","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1886","Concord","NC",28025,35.436586,-80.605211,3.5,26,"Southern, Breakfast & Brunch","True","False","True","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1887","Charlotte","NC",28212,35.1536065,-80.7461254,3,103,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","free","casual","True","True","False","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1888","Kannapolis","NC",28083,35.479334,-80.612143,2.5,9,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1889","Charlotte","NC",28217,35.1781843503,-80.8786010742,3.5,13,"Sandwiches, Fast Food","True","False","True","average","True","1","False",NA,"casual","False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,4,0,2,0,1,1,1,0,1,1,1,0
"1890","Gastonia","NC",28056,35.257456052,-81.111260132,3.5,19,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
